SEVERITYCODE,X,Y,OBJECTID,INCKEY,COLDETKEY,REPORTNO,STATUS,ADDRTYPE,INTKEY,LOCATION,EXCEPTRSNCODE,EXCEPTRSNDESC,SEVERITYCODE,SEVERITYDESC,COLLISIONTYPE,PERSONCOUNT,PEDCOUNT,PEDCYLCOUNT,VEHCOUNT,INCDATE,INCDTTM,JUNCTIONTYPE,SDOT_COLCODE,SDOT_COLDESC,INATTENTIONIND,UNDERINFL,WEATHER,ROADCOND,LIGHTCOND,PEDROWNOTGRNT,SDOTCOLNUM,SPEEDING,ST_COLCODE,ST_COLDESC,SEGLANEKEY,CROSSWALKKEY,HITPARKEDCAR
1,-122.324813,47.60898123,269,1372,1372,3643909,Matched,Block,,BOREN AVE BETWEEN MARION ST AND MADISON ST, ,,1,Property Damage Only Collision,Rear Ended,2,0,0,2,2013/04/03 00:00:00+00,4/3/2013 9:51,Mid-Block (not related to intersection),14,"MOTOR VEHICLE STRUCK MOTOR VEHICLE, REAR END",,N,Clear,Dry,Daylight,,,,14,From same direction - both going straight - one stopped - rear-end,0,0,N
1,-122.3566411,47.68255471,270,111800,111800,3383083,Matched,Block,,N 74TH ST BETWEEN 1ST AVE NW AND GREENWOOD AVE N,,,1,Property Damage Only Collision,Parked Car,2,0,0,2,2010/11/10 00:00:00+00,11/10/2010 22:00,Mid-Block (not related to intersection),11,"MOTOR VEHICLE STRUCK MOTOR VEHICLE, FRONT END AT ANGLE",,N,Unknown,Unknown,Unknown,,10314011,,32,One parked--one moving,0,0,N
1,-122.329058,47.5850737,271,20600,20600,1059881,Matched,Block,,4TH AVE S BETWEEN S HOLGATE ST AND S WALKER ST,,,1,Property Damage Only Collision,Other,2,0,0,1,2004/11/30 00:00:00+00,11/30/2004 23:53,Mid-Block (not related to intersection),28,MOTOR VEHICLE RAN OFF ROAD - HIT FIXED OBJECT,,0,Overcast,Wet,Dark - Street Lights On,,4335010,Y,50,Fixed object,0,0,N
1,-122.317457,47.68155393,272,320911,322411,E925174,Matched,Intersection,24446,ROOSEVELT WAY NE AND NE 73RD ST, ,,1,Property Damage Only Collision,Rear Ended,2,0,0,2,2019/04/28 00:00:00+00,4/28/2019 13:46,At Intersection (intersection related),14,"MOTOR VEHICLE STRUCK MOTOR VEHICLE, REAR END",Y,N,Clear,Dry,Daylight,,,,14,From same direction - both going straight - one stopped - rear-end,0,0,N
2,-122.3610919,47.53795417,273,330921,332421,3856435,Unmatched,Intersection,33963,DELRIDGE WAY SW AND SW ORCHARD ST, ,,2,Injury Collision,,3,0,0,0,2020/04/22 00:00:00+00,4/22/2020,At Intersection (intersection related),11,"MOTOR VEHICLE STRUCK MOTOR VEHICLE, FRONT END AT ANGLE",,,,,,,,, ,,0,0,N
1,-122.3569626,47.63534934,274,1112,1112,3506127,Matched,Block,,QUEEN ANNE AVE N BETWEEN BLAINE ST AND HOWE ST, ,,1,Property Damage Only Collision,Parked Car,3,0,0,2,2013/03/29 00:00:00+00,3/29/2013 14:55,Mid-Block (not related to intersection),11,"MOTOR VEHICLE STRUCK MOTOR VEHICLE, FRONT END AT ANGLE",Y,N,Clear,Dry,Daylight,,,,19,One car entering parked position,0,0,N
1,-122.3467407,47.52555844,275,1276,1276,3553241,Matched,Block,,9TH AVE SW BETWEEN SW CLOVERDALE ST AND SW TRENTON ST, ,,1,Property Damage Only Collision,Parked Car,2,0,0,2,2013/04/01 00:00:00+00,4/1/2013 5:30,Mid-Block (not related to intersection),11,"MOTOR VEHICLE STRUCK MOTOR VEHICLE, FRONT END AT ANGLE",,N,Clear,Dry,Dark - Street Lights On,,,Y,32,One parked--one moving,0,0,N
2,-122.3454233,47.51730344,276,320930,322430,E925848,Matched,Intersection,35066,8TH AVE SW AND SW ROXBURY ST, ,,2,Injury Collision,Rear Ended,2,0,0,2,2019/02/22 00:00:00+00,2/22/2019 22:13,At Intersection (but not related to intersection),14,"MOTOR VEHICLE STRUCK MOTOR VEHICLE, REAR END",,N,Clear,Dry,Dark - Street Lights On,,,,14,From same direction - both going straight - one stopped - rear-end,0,0,N
1,-122.3079826,47.62442258,277,98500,98500,3326106,Matched,Block,,E MERCER ST BETWEEN 18TH AVE E AND 19TH AVE E,,,1,Property Damage Only Collision,Parked Car,2,0,0,2,2009/11/19 00:00:00+00,11/19/2009 14:45,Mid-Block (not related to intersection),14,"MOTOR VEHICLE STRUCK MOTOR VEHICLE, REAR END",,0,Raining,Wet,Daylight,,9323031,,32,One parked--one moving,0,0,N
2,-122.3788829,47.67053925,278,53000,53000,2803657,Matched,Block,,17TH AVE NW BETWEEN NW 57TH ST AND NW 58TH ST,,,2,Injury Collision,Parked Car,4,0,0,2,2006/12/29 00:00:00+00,12/29/2006 14:39,Mid-Block (not related to intersection),11,"MOTOR VEHICLE STRUCK MOTOR VEHICLE, FRONT END AT ANGLE",,0,Clear,Dry,Daylight,,6363027,,32,One parked--one moving,0,0,N
2,-122.3072403,47.68304684,279,1309,1309,3507768,Matched,Block,,NE 75TH ST BETWEEN 19TH AVE NE AND 20TH AVE NE, ,,2,Injury Collision,Cycles,2,0,1,1,2013/04/01 00:00:00+00,4/1/2013 15:30,Mid-Block (not related to intersection),23,"MOTOR VEHICLE STRUCK PEDALCYCLIST, LEFT SIDE SIDESWIPE",,N,Clear,Dry,Daylight,,,,45,Vehicle - Pedalcyclist,40890,0,N
2,-122.3422889,47.63141078,280,61200,61200,2606629,Matched,Intersection,28753,DEXTER AVE N AND LEE ST,,,2,Injury Collision,Angles,2,0,0,2,2006/11/08 00:00:00+00,11/8/2006,At Intersection (intersection related),11,"MOTOR VEHICLE STRUCK MOTOR VEHICLE, FRONT END AT ANGLE",,0,Overcast,Dry,Daylight,,6312016,,10,Entering at angle,0,0,N
1,-122.3316679,47.60808565,281,41300,41300,2024027,Matched,Block,,6TH AVE BETWEEN SPRING ST AND SENECA ST,,,1,Property Damage Only Collision,Parked Car,2,0,0,2,2005/08/06 00:00:00+00,8/6/2005,Mid-Block (not related to intersection),14,"MOTOR VEHICLE STRUCK MOTOR VEHICLE, REAR END",,0,Clear,Dry,Daylight,,5218006,,32,One parked--one moving,0,0,N
1,-122.2794624,47.66795816,282,28300,28300,1785503,Matched,Block,,SAND POINT WAY NE BETWEEN NE 52ND ST AND 47TH AVE NE,,,1,Property Damage Only Collision,Other,1,0,0,1,2004/07/07 00:00:00+00,7/7/2004,Mid-Block (not related to intersection),28,MOTOR VEHICLE RAN OFF ROAD - HIT FIXED OBJECT,,0,Clear,Dry,Daylight,,4189027,,50,Fixed object,0,0,N
2,-122.3380866,47.66503525,283,17300,17300,1778948,Matched,Block,,N 50TH ST BETWEEN WOODLAWN E AVE N AND DENSMORE AVE N,,,2,Injury Collision,Rear Ended,7,0,0,3,2004/08/15 00:00:00+00,8/15/2004 14:05,Mid-Block (not related to intersection),14,"MOTOR VEHICLE STRUCK MOTOR VEHICLE, REAR END",,0,Clear,Dry,Daylight,,4228012,,14,From same direction - both going straight - one stopped - rear-end,0,0,N
1,-122.2815463,47.53797,284,112300,112300,3374480,Matched,Block,,M L KING JR ER WAY S BETWEEN S MYRTLE ST AND S OTHELLO ST,,,1,Property Damage Only Collision,Rear Ended,2,0,0,2,2010/10/30 00:00:00+00,10/30/2010 1:05,Mid-Block (not related to intersection),14,"MOTOR VEHICLE STRUCK MOTOR VEHICLE, REAR END",,N,Clear,Dry,Dark - Street Lights On,,10303036,,14,From same direction - both going straight - one stopped - rear-end,0,0,N
2,-122.3361223,47.60118905,285,20900,20900,1789710,Matched,Block,,ALASKAN WAY S BETWEEN YESLER WAY AND PIER 48 ACCESS RD,,,2,Injury Collision,Other,2,0,0,1,2004/04/24 00:00:00+00,4/24/2004 2:18,Mid-Block (not related to intersection),28,MOTOR VEHICLE RAN OFF ROAD - HIT FIXED OBJECT,,1,Clear,Dry,Dark - Street Lights On,,4115001,Y,50,Fixed object,0,0,N
1,-122.3310147,47.60737228,286,320809,322309,E936581,Matched,Block,,6TH AVE BETWEEN MADISON ST AND SPRING ST, ,,1,Property Damage Only Collision,Other,2,0,0,2,2019/07/02 00:00:00+00,7/2/2019 8:25,Mid-Block (but intersection related),11,"MOTOR VEHICLE STRUCK MOTOR VEHICLE, FRONT END AT ANGLE",Y,N,Overcast,Dry,Daylight,,,,23,From same direction - all others,0,0,N
1,-122.3618029,47.53369478,287,330930,332430,3856338,Unmatched,Block,,SW HOLDEN ST BETWEEN DELRIDGE WAY SW AND 24TH AVE SW, ,,1,Property Damage Only Collision,,1,0,0,0,2020/04/18 00:00:00+00,4/18/2020,Mid-Block (not related to intersection),11,"MOTOR VEHICLE STRUCK MOTOR VEHICLE, FRONT END AT ANGLE",,,,,,,,, ,,0,0,Y
2,-122.3019401,47.73382926,288,62300,62300,2136897,Matched,Intersection,35996,25TH AVE NE AND NE 145TH ST,,,2,Injury Collision,Angles,2,0,0,2,2006/05/03 00:00:00+00,5/3/2006,At Intersection (intersection related),14,"MOTOR VEHICLE STRUCK MOTOR VEHICLE, REAR END",,0,Clear,Dry,Daylight,,6123039,,10,Entering at angle,0,0,N
2,-122.3297738,47.61922127,289,1080,1080,3581512,Matched,Block,,STEWART ST BETWEEN YALE AVE N AND EASTLAKE AVE E, ,,2,Injury Collision,Sideswipe,2,0,0,2,2013/03/25 00:00:00+00,3/25/2013 23:57,Mid-Block (not related to intersection),0,NOT ENOUGH INFORMATION / NOT APPLICABLE,,N,Clear,Dry,Dark - Street Lights On,,,,11,From same direction - both going straight - both moving - sideswipe,0,0,N
1,-122.2737411,47.54381502,290,58000,58000,2058206,Matched,Block,,RAINIER AVE S BETWEEN S MORGAN ST AND S WARSAW ST,,,1,Property Damage Only Collision,Parked Car,2,0,0,2,2006/04/15 00:00:00+00,4/15/2006 12:00,Mid-Block (not related to intersection),11,"MOTOR VEHICLE STRUCK MOTOR VEHICLE, FRONT END AT ANGLE",,0,Unknown,Unknown,Unknown,,6105001,,32,One parked--one moving,0,0,N
1,-122.3481953,47.72321838,291,330956,332456,EA30551,Matched,Intersection,35826,LINDEN AVE N AND N 130TH ST, ,,1,Property Damage Only Collision,Sideswipe,2,0,0,2,2020/04/22 00:00:00+00,4/22/2020 8:00,At Intersection (intersection related),11,"MOTOR VEHICLE STRUCK MOTOR VEHICLE, FRONT END AT ANGLE",,N,Raining,Wet,Daylight,,,,11,From same direction - both going straight - both moving - sideswipe,0,0,N
1,-122.297885,47.71412358,292,51300,51300,2390645,Matched,Block,,NE 117TH ST BETWEEN LAKE CITY WAY NE AND 28TH AVE NE,,,1,Property Damage Only Collision,Parked Car,2,0,0,2,2006/04/19 00:00:00+00,4/19/2006 14:23,Mid-Block (not related to intersection),13,"MOTOR VEHICLE STRUCK MOTOR VEHICLE, LEFT SIDE AT ANGLE",Y,0,Clear,Dry,Daylight,,6109019,,32,One parked--one moving,0,0,N
1,-122.3805044,47.67236483,293,36800,36800,1791950,Matched,Block,,NW 60TH ST BETWEEN 17TH AVE NW AND 20TH AVE NW,,,1,Property Damage Only Collision,Parked Car,2,0,0,2,2005/03/20 00:00:00+00,3/20/2005 18:00,Mid-Block (not related to intersection),14,"MOTOR VEHICLE STRUCK MOTOR VEHICLE, REAR END",,0,Unknown,Unknown,Unknown,,5079044,,32,One parked--one moving,0,0,N
2,-122.3152797,47.68308626,294,1377,1377,3501986,Matched,Intersection,24429,12TH AVE NE AND NE 75TH ST, ,,2,Injury Collision,Angles,3,0,0,2,2013/04/03 00:00:00+00,4/3/2013 10:11,At Intersection (intersection related),11,"MOTOR VEHICLE STRUCK MOTOR VEHICLE, FRONT END AT ANGLE",,N,Clear,Dry,Daylight,,,,10,Entering at angle,0,0,N
1,,,295,34100,34100,1791153,Matched,Alley,,,,,1,Property Damage Only Collision,Other,1,0,0,1,2005/06/04 00:00:00+00,6/4/2005,,0,NOT ENOUGH INFORMATION / NOT APPLICABLE,,0,Unknown,Unknown,Unknown,,5155007,,50,Fixed object,0,0,N
1,-122.2977111,47.72018323,296,320893,322393,E922183,Matched,Block,,28TH AVE NE BETWEEN NE 125TH ST AND NE 127TH ST, ,,1,Property Damage Only Collision,Parked Car,2,0,0,2,2019/04/27 00:00:00+00,4/27/2019 17:35,Mid-Block (not related to intersection),14,"MOTOR VEHICLE STRUCK MOTOR VEHICLE, REAR END",,N,Clear,Dry,Daylight,,,,20,One car leaving parked position,0,0,N
1,-122.3443753,47.61680223,297,1199,1199,3503492,Matched,Intersection,29532,5TH AVE AND BATTERY ST, ,,1,Property Damage Only Collision,Left Turn,2,0,0,2,2013/03/31 00:00:00+00,3/31/2013 3:44,At Intersection (intersection related),11,"MOTOR VEHICLE STRUCK MOTOR VEHICLE, FRONT END AT ANGLE",,N,Clear,Dry,Dark - Street Lights On,,,,15,From same direction - one left turn - one straight,0,0,N
2,,,298,330894,332394,EA30284,Matched,Intersection,30392,ALASKAN WAY S AND S DEARBORN ST, ,,2,Injury Collision,Other,1,0,0,1,2020/04/20 00:00:00+00,4/20/2020 22:03,At Intersection (intersection related),26,MOTOR VEHICLE STRUCK OBJECT IN ROAD,,N,Clear,Dry,Dark - Street Lights On,,,,50,Fixed object,0,0,N
1,-122.2732147,47.56057726,299,47700,47700,2026404,Matched,Intersection,32617,48TH AVE S AND S ALASKA ST, ,,1,Property Damage Only Collision,Cycles,3,0,1,1,2005/08/10 00:00:00+00,8/10/2005 7:47,At Intersection (intersection related),51,PEDALCYCLIST STRUCK MOTOR VEHICLE FRONT END AT ANGLE,,0,Overcast,Dry,Daylight,,5222006,,45,Vehicle - Pedalcyclist,0,0,N
1,,,300,33200,33200,1795420,Matched,Intersection,32163,DUWAMISH AVE S AND S SPOKANE SR ST,,,1,Property Damage Only Collision,Sideswipe,2,0,0,2,2005/05/20 00:00:00+00,5/20/2005 12:43,At Intersection (intersection related),11,"MOTOR VEHICLE STRUCK MOTOR VEHICLE, FRONT END AT ANGLE",Y,0,Raining,Wet,Daylight,,5140029,,11,From same direction - both going straight - both moving - sideswipe,0,0,N
1,-122.2514435,47.51401481,301,1252,1252,3672023,Matched,Block,,RAINIER AVE S BETWEEN S NORFOLK ST AND S COOPER ST, ,,1,Property Damage Only Collision,Other,2,0,0,1,2013/03/31 00:00:00+00,3/31/2013 0:01,Mid-Block (not related to intersection),26,MOTOR VEHICLE STRUCK OBJECT IN ROAD,,N,Clear,Dry,Dark - Street Lights On,,,Y,50,Fixed object,0,0,N
1,,,302,1178,1178,3380692,Matched,,,,NEI,"Not Enough Information, or Insufficient Location Information",1,Property Damage Only Collision,Parked Car,3,0,0,3,2013/03/30 00:00:00+00,3/30/2013 3:53,Mid-Block (not related to intersection),14,"MOTOR VEHICLE STRUCK MOTOR VEHICLE, REAR END",,N,Clear,Dry,Dark - Street Lights On,,,,32,One parked--one moving,0,0,N
2,-122.2886012,47.56976561,303,1286,1286,3467518,Matched,Block,,S CHARLESTOWN ST BETWEEN 35TH AVE S AND 36TH AVE S, ,,2,Injury Collision,Parked Car,2,0,0,2,2013/03/27 00:00:00+00,3/27/2013 16:24,Mid-Block (not related to intersection),11,"MOTOR VEHICLE STRUCK MOTOR VEHICLE, FRONT END AT ANGLE",,N,Raining,Wet,Daylight,,,,32,One parked--one moving,0,0,N
1,-122.3361223,47.60118905,304,330819,332319,3838126,Matched,Block,,ALASKAN WAY S BETWEEN YESLER WAY AND PIER 48 ACCESS RD, ,,1,Property Damage Only Collision,Other,1,0,0,1,2020/04/18 00:00:00+00,4/18/2020 4:02,Mid-Block (not related to intersection),26,MOTOR VEHICLE STRUCK OBJECT IN ROAD,,N,Clear,Dry,Dark - Street Lights On,,,,50,Fixed object,0,0,N
2,-122.3526673,47.69602018,305,82900,82900,2893866,Matched,Intersection,37430,DAYTON AVE N AND N 92ND ST,,,2,Injury Collision,Angles,2,0,0,2,2008/10/03 00:00:00+00,10/3/2008,At Intersection (intersection related),11,"MOTOR VEHICLE STRUCK MOTOR VEHICLE, FRONT END AT ANGLE",,0,Overcast,Dry,Daylight,,8277051,,10,Entering at angle,0,0,N
1,-122.3051648,47.58899084,306,23900,23900,1771329,Matched,Block,,21ST AVE S BETWEEN S ATLANTIC ST AND S MASSACHUSETTS ST,,,1,Property Damage Only Collision,Parked Car,2,0,0,2,2004/02/03 00:00:00+00,2/3/2004,Mid-Block (not related to intersection),13,"MOTOR VEHICLE STRUCK MOTOR VEHICLE, LEFT SIDE AT ANGLE",,0,Overcast,Dry,Daylight,,4034025,,32,One parked--one moving,0,0,N
2,-122.303075,47.64412934,307,53100,53100,2070980,Matched,Block,,E LAKE WASHINGTON BLVD BETWEEN MONTLAKE BLVD E AND 24TH AVE E,,,2,Injury Collision,Rear Ended,3,0,0,2,2006/03/24 00:00:00+00,3/24/2006 12:07,Mid-Block (but intersection related),14,"MOTOR VEHICLE STRUCK MOTOR VEHICLE, REAR END",,0,Clear,Dry,Daylight,,6083022,,14,From same direction - both going straight - one stopped - rear-end,0,0,N
1,-122.3762222,47.66121143,308,1340,1340,3582015,Matched,Block,,BALLARD BR BETWEEN POINT B AND BALLARD BR OFF RP, ,,1,Property Damage Only Collision,Sideswipe,2,0,0,2,2013/03/28 00:00:00+00,3/28/2013 15:28,Mid-Block (not related to intersection),11,"MOTOR VEHICLE STRUCK MOTOR VEHICLE, FRONT END AT ANGLE",,N,Clear,Dry,Daylight,,,,11,From same direction - both going straight - both moving - sideswipe,0,0,N
1,-122.356463,47.64865856,309,1012,1012,3615257,Matched,Block,,DRAVUS ST BETWEEN QUEEN ANNE AVE N AND NICKERSON ST, ,,1,Property Damage Only Collision,Parked Car,2,0,0,2,2013/03/16 00:00:00+00,3/16/2013 13:00,Mid-Block (not related to intersection),13,"MOTOR VEHICLE STRUCK MOTOR VEHICLE, LEFT SIDE AT ANGLE",,N,Unknown,Unknown,Unknown,,,,32,One parked--one moving,0,0,N
2,-122.326579,47.6208305,310,44300,44300,2127976,Matched,Intersection,29144,BELLEVUE AVE E AND E THOMAS ST,,,2,Injury Collision,Angles,2,0,0,2,2005/11/07 00:00:00+00,11/7/2005,At Intersection (intersection related),11,"MOTOR VEHICLE STRUCK MOTOR VEHICLE, FRONT END AT ANGLE",,0,Overcast,Wet,Daylight,,5311016,,10,Entering at angle,0,0,N
2,-122.3142101,47.66490847,311,30200,30200,1776531,Matched,Intersection,25792,BROOKLYN AVE NE AND NE 50TH ST,,,2,Injury Collision,Cycles,2,0,1,1,2004/08/09 00:00:00+00,8/9/2004,At Intersection (intersection related),18,"MOTOR VEHICLE STRUCK PEDALCYCLIST, FRONT END AT ANGLE",,0,Clear,Dry,Daylight,,4222005,,45,Vehicle - Pedalcyclist,0,0,N
1,-122.2624936,47.67579536,312,1114,1114,3507857,Matched,Block,,NE 65TH ST BETWEEN SAND POINT WAY NE AND 62ND AVE NE, ,,1,Property Damage Only Collision,Other,2,0,0,2,2013/03/29 00:00:00+00,3/29/2013 18:39,Mid-Block (not related to intersection),28,MOTOR VEHICLE RAN OFF ROAD - HIT FIXED OBJECT,Y,N,Clear,Dry,Dusk,,,,50,Fixed object,0,0,N
1,-122.3391736,47.61372707,313,18000,18000,1482774,Matched,Intersection,29549,5TH AVE AND VIRGINIA ST,,,1,Property Damage Only Collision,Left Turn,3,0,0,2,2004/09/20 00:00:00+00,9/20/2004 13:47,At Intersection (intersection related),11,"MOTOR VEHICLE STRUCK MOTOR VEHICLE, FRONT END AT ANGLE",,0,Clear,Dry,Daylight,,4264021,,15,From same direction - one left turn - one straight,0,0,N
2,-122.3234379,47.61636354,314,320933,322433,3702660,Matched,Intersection,29733,BOYLSTON AVE AND E OLIVE ST, ,,2,Injury Collision,Angles,3,0,0,3,2019/07/07 00:00:00+00,7/7/2019 3:05,At Intersection (intersection related),11,"MOTOR VEHICLE STRUCK MOTOR VEHICLE, FRONT END AT ANGLE",,N,Clear,Dry,Dark - Street Lights On,,,,10,Entering at angle,0,0,N
1,-122.3175626,47.61876373,315,70700,70700,2806057,Matched,Block,,E DENNY WAY BETWEEN 11TH AVE AND 12TH AVE,,,1,Property Damage Only Collision,Parked Car,2,0,0,2,2007/03/06 00:00:00+00,3/6/2007,Mid-Block (not related to intersection),13,"MOTOR VEHICLE STRUCK MOTOR VEHICLE, LEFT SIDE AT ANGLE",,0,Clear,Dry,Other,,7065007,,32,One parked--one moving,0,0,N
1,-122.3166974,47.68310168,316,320818,322318,E918406,Matched,Block,,NE 75TH ST BETWEEN LAKE CITY WAY NE AND 11TH AVE NE, ,,1,Property Damage Only Collision,Rear Ended,2,0,0,2,2019/04/19 00:00:00+00,4/19/2019 17:55,Mid-Block (not related to intersection),14,"MOTOR VEHICLE STRUCK MOTOR VEHICLE, REAR END",,N,Clear,Dry,Dark - Street Lights On,,,,13,From same direction - both going straight - both moving - rear-end,0,0,N
1,-122.2700009,47.51865295,317,63000,63000,2058258,Matched,Block,,51ST AVE S BETWEEN S FLETCHER ST AND S CAMBRIDGE ST,,,1,Property Damage Only Collision,Right Turn,3,0,0,2,2006/05/05 00:00:00+00,5/5/2006,Mid-Block (not related to intersection),16,"MOTOR VEHICLE STRUCK MOTOR VEHICLE, LEFT SIDE SIDESWIPE",,0,Clear,Dry,Daylight,,6125011,,16,From same direction - one right turn - one straight,0,0,N
1,-122.3593582,47.61978515,318,1082,1082,3599461,Matched,Intersection,28663,2ND AVE W AND WESTERN AVE W, ,,1,Property Damage Only Collision,Left Turn,2,0,0,2,2013/03/25 00:00:00+00,3/25/2013 18:30,At Intersection (intersection related),11,"MOTOR VEHICLE STRUCK MOTOR VEHICLE, FRONT END AT ANGLE",,N,Clear,Dry,Daylight,,,,28,From opposite direction - one left turn - one straight,0,0,N
2,-122.3173634,47.67226899,319,61000,61000,2188253,Matched,Intersection,25756,ROOSEVELT WAY NE AND NE RAVENNA WB BV,,,2,Injury Collision,Cycles,2,0,1,1,2006/04/18 00:00:00+00,4/18/2006 12:45,At Intersection (intersection related),18,"MOTOR VEHICLE STRUCK PEDALCYCLIST, FRONT END AT ANGLE",,0,Clear,Dry,Daylight,Y,6108005,,45,Vehicle - Pedalcyclist,0,0,N
1,-122.3014639,47.60901631,320,330981,332481,EA30869,Unmatched,Intersection,30053,24TH AVE AND E COLUMBIA ST, ,,1,Property Damage Only Collision,,2,0,0,0,2020/04/26 00:00:00+00,4/26/2020,At Intersection (intersection related),14,"MOTOR VEHICLE STRUCK MOTOR VEHICLE, REAR END",,,,,,,,, ,,0,0,Y
2,-122.3207624,47.61296336,321,39900,39900,2064227,Matched,Intersection,29757,BROADWAY AND E UNION ST,,,2,Injury Collision,Pedestrian,2,1,0,1,2005/11/11 00:00:00+00,11/11/2005 12:42,At Intersection (intersection related),24,MOTOR VEHCILE STRUCK PEDESTRIAN,,0,Raining,Wet,Daylight,Y,5315009,,0,Vehicle going straight hits pedestrian,0,0,N
1,-122.3339614,47.70685022,322,26100,26100,1775992,Matched,Intersection,36588,MERIDIAN AVE N AND N 107TH ST,,,1,Property Damage Only Collision,Angles,2,0,0,2,2004/02/01 00:00:00+00,2/1/2004,At Intersection (intersection related),11,"MOTOR VEHICLE STRUCK MOTOR VEHICLE, FRONT END AT ANGLE",,0,Overcast,Wet,Daylight,,4032015,Y,10,Entering at angle,0,0,N
1,-122.3231113,47.69996178,323,1390,1390,3507816,Matched,Block,,5TH AVE NE BETWEEN NE 97TH ST AND NE 98TH ST, ,,1,Property Damage Only Collision,Parked Car,2,0,0,2,2013/04/03 00:00:00+00,4/3/2013 19:20,Mid-Block (not related to intersection),14,"MOTOR VEHICLE STRUCK MOTOR VEHICLE, REAR END",,N,Clear,Dry,Dusk,,,,20,One car leaving parked position,0,0,N
1,-122.3235006,47.58610117,324,97400,97400,3287172,Matched,Intersection,31242,S HOLGATE BR AND S HOLGATE ST,,,1,Property Damage Only Collision,Parked Car,4,0,0,2,2009/02/10 00:00:00+00,2/10/2009 14:35,At Intersection (intersection related),11,"MOTOR VEHICLE STRUCK MOTOR VEHICLE, FRONT END AT ANGLE",,N,Snowing,Wet,Daylight,,9041016,,19,One car entering parked position,0,0,N
1,-122.3368558,47.6556518,325,20400,20400,1220377,Matched,Block,,N 40TH ST BETWEEN DENSMORE AVE N AND WALLINGFORD AVE N,,,1,Property Damage Only Collision,Rear Ended,2,0,0,2,2004/08/03 00:00:00+00,8/3/2004,Mid-Block (but intersection related),14,"MOTOR VEHICLE STRUCK MOTOR VEHICLE, REAR END",Y,0,Clear,Wet,Dusk,,4216016,,14,From same direction - both going straight - one stopped - rear-end,0,0,N
1,-122.3161085,47.54751703,326,320919,322419,3581310,Matched,Block,,13TH AVE S BETWEEN S BAILEY ST AND S ANGELO ST, ,,1,Property Damage Only Collision,Parked Car,3,0,0,2,2019/07/07 00:00:00+00,7/7/2019 18:50,Mid-Block (not related to intersection),11,"MOTOR VEHICLE STRUCK MOTOR VEHICLE, FRONT END AT ANGLE",,N,Overcast,Wet,Daylight,,,,20,One car leaving parked position,0,0,N
1,-122.2878577,47.59280139,327,330927,332427,3847790,Unmatched,Block,,LAKESIDE AVE S BETWEEN S NORMAN ST AND S JUDKINS ST, ,,1,Property Damage Only Collision,,1,0,0,0,2020/04/22 00:00:00+00,4/22/2020,Mid-Block (not related to intersection),27,MOTOR VEHICLE RAN OFF ROAD - NO COLLISION,,,,,,,,, ,,0,0,N
1,-122.3167791,47.61097884,330,1294,1294,3615286,Unmatched,Block,,12TH AVE BETWEEN E MARION ST AND E SPRING ST,NEI,"Not Enough Information, or Insufficient Location Information",1,Property Damage Only Collision,,1,0,0,0,2013/03/13 00:00:00+00,3/13/2013,Mid-Block (not related to intersection),0,NOT ENOUGH INFORMATION / NOT APPLICABLE,,,,,,,,, ,,0,0,N
